Latitude,Longitude,Date,value
55.5,7.5,04.2016,2.306614323
55.5,7.5,05.2016,5.712457823
55.5,7.5,06.2016,5.66584109
55.5,7.5,07.2016,1.966430485
55.5,7.5,08.2016,3.177799798
55.5,7.5,09.2016,1.040150617
55.5,7.5,10.2016,0.612903247
55.5,7.5,11.2016,4.81322621
55.5,7.5,12.2016,3.083336771
55.5,7.5,01.2017,3.250233373
55.5,7.5,02.2017,5.166201938
55.5,7.5,03.2017,3.126415263
55.5,7.5,04.2017,1.336421286
55.5,7.5,05.2017,1.631180569
55.5,8.25,01.2010,4.329496467
55.5,8.25,02.2010,1.033921642
55.5,8.25,03.2010,4.464225618
55.5,8.25,04.2010,3.97863411
55.5,8.25,05.2010,3.372443902
55.5,8.25,06.2010,6.041955702
55.5,8.25,07.2010,4.970025444
55.5,8.25,08.2010,2.661830266
55.5,8.25,09.2010,6.010599696
55.5,8.25,10.2010,4.335077578
55.5,8.25,11.2010,7.987535379
55.5,8.25,12.2010,3.488578293
55.5,8.25,01.2011,3.213988233
55.5,8.25,02.2011,1.30135541
55.5,8.25,03.2011,3.048070927
55.5,8.25,04.2011,1.187413576
55.5,8.25,05.2011,1.166129805
55.5,8.25,06.2011,2.659987475
55.5,8.25,07.2011,2.677360811
55.5,8.25,08.2011,1.59598468
55.5,8.25,09.2011,1.509492478
55.5,8.25,10.2011,4.264425722
55.5,8.25,11.2011,2.210759338
55.5,8.25,12.2011,1.813412578
55.5,8.25,01.2012,3.379268152
55.5,8.25,02.2012,1.742430146
55.5,8.25,03.2012,3.804521827
55.5,8.25,04.2012,5.268606924
55.5,8.25,05.2012,4.780118827
55.5,8.25,06.2012,5.212366969
55.5,8.25,07.2012,2.028473947
55.5,8.25,08.2012,6.519809866
55.5,8.25,09.2012,3.585810322
55.5,8.25,10.2012,2.938318872
55.5,8.25,11.2012,3.007430988
55.5,8.25,12.2012,1.856836642
55.5,8.25,01.2013,2.438040516
55.5,8.25,02.2013,4.375477977
55.5,8.25,03.2013,2.727093644
55.5,8.25,04.2013,4.69763661
55.5,8.25,05.2013,4.937669213
55.5,8.25,06.2013,5.544958252
55.5,8.25,07.2013,3.284485048
55.5,8.25,08.2013,4.438618957
55.5,8.25,09.2013,0.323174296
55.5,8.25,10.2013,3.881456746
55.5,8.25,11.2013,7.472558809
55.5,8.25,12.2013,2.48487468
55.5,8.25,01.2014,3.321520569
55.5,8.25,02.2014,2.478561835
55.5,8.25,03.2014,3.221342271
55.5,8.25,04.2014,5.634301688
55.5,8.25,05.2014,4.215153629
55.5,8.25,06.2014,5.32723038
55.5,8.25,07.2014,5.078241705
55.5,8.25,08.2014,1.011349804
55.5,8.25,09.2014,3.517649807
55.5,8.25,10.2014,3.896022763
55.5,8.25,11.2014,3.780670968
55.5,8.25,12.2014,1.553018941
55.5,8.25,01.2015,2.983859203
55.5,8.25,02.2015,1.948645699
55.5,8.25,03.2015,1.621988439
55.5,8.25,04.2015,1.476444674
55.5,8.25,05.2015,5.30913246
55.5,8.25,06.2015,1.884536302
55.5,8.25,07.2015,2.547172671
55.5,8.25,08.2015,4.67894111
55.5,8.25,09.2015,2.603886616
55.5,8.25,10.2015,5.05897271
55.5,8.25,11.2015,1.776809023
55.5,8.25,12.2015,2.591453901
55.5,8.25,01.2016,2.529249922
55.5,8.25,02.2016,3.970071273
55.5,8.25,03.2016,1.456296422
55.5,8.25,04.2016,2.096336317
55.5,8.25,05.2016,5.256413412
55.5,8.25,06.2016,5.192297321
55.5,8.25,07.2016,1.902999416
55.5,8.25,08.2016,2.797976674
55.5,8.25,09.2016,0.950156209
55.5,8.25,10.2016,0.534696602
55.5,8.25,11.2016,4.564609705
55.5,8.25,12.2016,2.874625664
55.5,8.25,01.2017,3.177273796
55.5,8.25,02.2017,4.974373714
55.5,8.25,03.2017,2.883268126
55.5,8.25,04.2017,1.286967808
55.5,8.25,05.2017,1.369671236
55.5,9,01.2010,3.018481739
55.5,9,02.2010,0.805949097
55.5,9,03.2010,3.231570439
55.5,9,04.2010,2.757134315
55.5,9,05.2010,2.916941582
55.5,9,06.2010,4.402465323
55.5,9,07.2010,3.772894595
55.5,9,08.2010,2.20613126
55.5,9,09.2010,4.154655456
55.5,9,10.2010,2.737990076
55.5,9,11.2010,5.697751858
55.5,9,12.2010,2.349980573
55.5,9,01.2011,2.236766613
55.5,9,02.2011,1.222499549
55.5,9,03.2011,2.101660574
55.5,9,04.2011,0.9441513
55.5,9,05.2011,0.690097711
55.5,9,06.2011,2.1201636
55.5,9,07.2011,1.313742898
55.5,9,08.2011,1.70307426
55.5,9,09.2011,0.677748133
55.5,9,10.2011,2.816208058
55.5,9,11.2011,1.81444723
55.5,9,12.2011,1.372446579
55.5,9,01.2012,2.486666094
55.5,9,02.2012,1.1108652
55.5,9,03.2012,2.942518224
55.5,9,04.2012,3.690240537
55.5,9,05.2012,3.358198192
55.5,9,06.2012,3.647602445
55.5,9,07.2012,1.95422459
55.5,9,08.2012,4.744949128
55.5,9,09.2012,2.727231096
55.5,9,10.2012,2.423729086
55.5,9,11.2012,2.316178726
55.5,9,12.2012,1.384474516
55.5,9,01.2013,1.818696746
55.5,9,02.2013,3.38092141
55.5,9,03.2013,1.722335795
55.5,9,04.2013,3.791013353
55.5,9,05.2013,3.506161585
55.5,9,06.2013,4.393990494
55.5,9,07.2013,2.21325928
55.5,9,08.2013,3.549313661
55.5,9,09.2013,0.51197409
55.5,9,10.2013,2.765417694
55.5,9,11.2013,5.129453975
55.5,9,12.2013,2.253231492
55.5,9,01.2014,2.57855538
55.5,9,02.2014,1.909291482
55.5,9,03.2014,2.834632771
55.5,9,04.2014,3.983608757
55.5,9,05.2014,3.587764075
55.5,9,06.2014,4.003289344
55.5,9,07.2014,3.822902078
55.5,9,08.2014,0.753669163
55.5,9,09.2014,2.519807467
55.5,9,10.2014,2.891439373
55.5,9,11.2014,3.106891809
55.5,9,12.2014,1.244002296
55.5,9,01.2015,2.318075994
55.5,9,02.2015,1.687821884
55.5,9,03.2015,1.326077245
55.5,9,04.2015,1.440205072
55.5,9,05.2015,3.611107564
55.5,9,06.2015,1.532231938
55.5,9,07.2015,1.785000417
55.5,9,08.2015,3.556703241
55.5,9,09.2015,1.876288605
55.5,9,10.2015,3.792963678
55.5,9,11.2015,1.288647532
55.5,9,12.2015,1.667325592
55.5,9,01.2016,1.605917163
55.5,9,02.2016,2.524959589
55.5,9,03.2016,0.977657494
55.5,9,04.2016,1.66766351
55.5,9,05.2016,3.876412427
55.5,9,06.2016,4.067472835
55.5,9,07.2016,1.613715842
55.5,9,08.2016,2.115055706
55.5,9,09.2016,0.549036208
55.5,9,10.2016,0.383226564
55.5,9,11.2016,3.329440736
55.5,9,12.2016,2.388535024
55.5,9,01.2017,2.535692494
55.5,9,02.2017,3.932437746
55.5,9,03.2017,1.756734283
55.5,9,04.2017,1.189908527
55.5,9,05.2017,0.709915634
55.5,9.75,01.2010,3.828447333
55.5,9.75,02.2010,1.084517191
55.5,9.75,03.2010,4.063488177
55.5,9.75,04.2010,3.909095944
55.5,9.75,05.2010,3.426136514
55.5,9.75,06.2010,5.319755772
55.5,9.75,07.2010,4.29769497
55.5,9.75,08.2010,3.054029069
55.5,9.75,09.2010,5.307586465
55.5,9.75,10.2010,2.820845143
55.5,9.75,11.2010,6.499487633
55.5,9.75,12.2010,2.354190008
55.5,9.75,01.2011,2.307464103
55.5,9.75,02.2011,1.464514158
55.5,9.75,03.2011,2.603205777
55.5,9.75,04.2011,1.079284991
55.5,9.75,05.2011,0.804042918
55.5,9.75,06.2011,2.418761052
55.5,9.75,07.2011,1.080802877
55.5,9.75,08.2011,2.475121514
55.5,9.75,09.2011,0.959165208
55.5,9.75,10.2011,3.850864634
55.5,9.75,11.2011,2.34938991
55.5,9.75,12.2011,2.032833831
55.5,9.75,01.2012,3.184587758
55.5,9.75,02.2012,1.275261453
55.5,9.75,03.2012,4.132614152
55.5,9.75,04.2012,4.662270022
55.5,9.75,05.2012,4.222455262
55.5,9.75,06.2012,4.264302992
55.5,9.75,07.2012,2.721917064
55.5,9.75,08.2012,5.720838769
55.5,9.75,09.2012,3.070055051
55.5,9.75,10.2012,3.0074299
55.5,9.75,11.2012,2.730008499
55.5,9.75,12.2012,1.483110469
55.5,9.75,01.2013,2.153677024
55.5,9.75,02.2013,4.090285572
55.5,9.75,03.2013,2.105126393
55.5,9.75,04.2013,4.560649905
55.5,9.75,05.2013,4.318697487
55.5,9.75,06.2013,5.192432115
55.5,9.75,07.2013,2.929083937
55.5,9.75,08.2013,4.432223319
55.5,9.75,09.2013,0.907083867
55.5,9.75,10.2013,3.815767285
55.5,9.75,11.2013,6.396248243
55.5,9.75,12.2013,3.205564324
55.5,9.75,01.2014,3.132167611
55.5,9.75,02.2014,2.761330814
55.5,9.75,03.2014,3.236408602
55.5,9.75,04.2014,4.823341755
55.5,9.75,05.2014,4.241509734
55.5,9.75,06.2014,4.487621072
55.5,9.75,07.2014,4.502135465
55.5,9.75,08.2014,0.856874152
55.5,9.75,09.2014,3.246524901
55.5,9.75,10.2014,3.549725321
55.5,9.75,11.2014,3.616374631
55.5,9.75,12.2014,1.454819722
55.5,9.75,01.2015,3.094517538
55.5,9.75,02.2015,2.111317232
55.5,9.75,03.2015,1.917172541
55.5,9.75,04.2015,1.913440924
55.5,9.75,05.2015,4.911319134
55.5,9.75,06.2015,1.805012151
55.5,9.75,07.2015,2.788074506
55.5,9.75,08.2015,4.236009816
55.5,9.75,09.2015,2.624492781
55.5,9.75,10.2015,4.92057897
55.5,9.75,11.2015,1.404008314
55.5,9.75,12.2015,1.78105032
55.5,9.75,01.2016,1.824131807
55.5,9.75,02.2016,3.595480107
55.5,9.75,03.2016,1.130277125
55.5,9.75,04.2016,2.446054224
55.5,9.75,05.2016,4.746274701
55.5,9.75,06.2016,5.052945778
55.5,9.75,07.2016,1.704574496
55.5,9.75,08.2016,2.844133459
55.5,9.75,09.2016,0.798301254
55.5,9.75,10.2016,0.529043678
55.5,9.75,11.2016,3.88199084
55.5,9.75,12.2016,2.876928228
55.5,9.75,01.2017,2.950640966
55.5,9.75,02.2017,4.586756694
55.5,9.75,03.2017,2.097351669
55.5,9.75,04.2017,1.4448932
55.5,9.75,05.2017,0.838004187
55.5,10.5,01.2010,4.178031986
55.5,10.5,02.2010,1.360732597
55.5,10.5,03.2010,4.403129237
55.5,10.5,04.2010,4.461651009
55.5,10.5,05.2010,3.635323638
55.5,10.5,06.2010,5.841964286
55.5,10.5,07.2010,4.588841774
55.5,10.5,08.2010,3.543385877
55.5,10.5,09.2010,5.700348332
55.5,10.5,10.2010,2.948878863
55.5,10.5,11.2010,7.128495357
55.5,10.5,12.2010,2.55825591
55.5,10.5,01.2011,2.429604835
55.5,10.5,02.2011,1.408146042
55.5,10.5,03.2011,2.898682967
55.5,10.5,04.2011,1.233448672
55.5,10.5,05.2011,0.931883146
55.5,10.5,06.2011,2.65709755
55.5,10.5,07.2011,1.146399078
55.5,10.5,08.2011,2.735509145
55.5,10.5,09.2011,1.12850016
55.5,10.5,10.2011,4.398026509
55.5,10.5,11.2011,2.453858046
55.5,10.5,12.2011,2.465575127
55.5,10.5,01.2012,3.466122209
55.5,10.5,02.2012,1.290167394
55.5,10.5,03.2012,4.639236524
55.5,10.5,04.2012,4.960557166
55.5,10.5,05.2012,4.620044408
55.5,10.5,06.2012,4.641978518
55.5,10.5,07.2012,3.169364165
55.5,10.5,08.2012,6.150206244
55.5,10.5,09.2012,3.363617233
55.5,10.5,10.2012,3.290767323
55.5,10.5,11.2012,3.092058836
55.5,10.5,12.2012,1.555781762
55.5,10.5,01.2013,2.200533084
55.5,10.5,02.2013,4.621983393
55.5,10.5,03.2013,2.388773863
55.5,10.5,04.2013,4.975455577
55.5,10.5,05.2013,4.875695899
55.5,10.5,06.2013,5.652469812
55.5,10.5,07.2013,3.352991092
55.5,10.5,08.2013,4.959311138
55.5,10.5,09.2013,1.070080532
55.5,10.5,10.2013,4.120340411
55.5,10.5,11.2013,7.15074779
55.5,10.5,12.2013,3.55650537
55.5,10.5,01.2014,3.252644677
55.5,10.5,02.2014,2.935210881
55.5,10.5,03.2014,3.404620066
55.5,10.5,04.2014,5.23198578
55.5,10.5,05.2014,4.501533625
55.5,10.5,06.2014,4.906253763
55.5,10.5,07.2014,4.822975494
55.5,10.5,08.2014,0.916655041
55.5,10.5,09.2014,3.476608854
55.5,10.5,10.2014,4.035193491
55.5,10.5,11.2014,3.979843977
55.5,10.5,12.2014,1.522465114
55.5,10.5,01.2015,3.569681462
55.5,10.5,02.2015,2.311793806
55.5,10.5,03.2015,2.38119223
55.5,10.5,04.2015,1.83867784
55.5,10.5,05.2015,5.643752501
55.5,10.5,06.2015,1.913405226
55.5,10.5,07.2015,3.333235372
55.5,10.5,08.2015,4.632096115
55.5,10.5,09.2015,2.870368181
55.5,10.5,10.2015,5.58674396
55.5,10.5,11.2015,1.457016934
55.5,10.5,12.2015,1.788316499
55.5,10.5,01.2016,1.916781711
55.5,10.5,02.2016,4.081029248
55.5,10.5,03.2016,1.249245373
55.5,10.5,04.2016,2.784057266
55.5,10.5,05.2016,4.830432079
55.5,10.5,06.2016,5.681171054
55.5,10.5,07.2016,1.824812473
55.5,10.5,08.2016,3.23243351
55.5,10.5,09.2016,0.870254578
55.5,10.5,10.2016,0.664309065
55.5,10.5,11.2016,4.240774255
55.5,10.5,12.2016,3.19039757
55.5,10.5,01.2017,3.315519264
55.5,10.5,02.2017,4.90383239
55.5,10.5,03.2017,2.500746274
55.5,10.5,04.2017,1.492116801
55.5,10.5,05.2017,0.985866153
55.5,11.25,01.2010,4.339010239
55.5,11.25,02.2010,1.508030473
55.5,11.25,03.2010,4.5576368
55.5,11.25,04.2010,4.723230376
55.5,11.25,05.2010,3.730028293
55.5,11.25,06.2010,6.099566086
55.5,11.25,07.2010,4.731533129
55.5,11.25,08.2010,3.785037185
55.5,11.25,09.2010,5.864477176
55.5,11.25,10.2010,3.020351304
55.5,11.25,11.2010,7.456023497
55.5,11.25,12.2010,2.682695378
55.5,11.25,01.2011,2.497692576
55.5,11.25,02.2011,1.360253154
55.5,11.25,03.2011,3.044863385
55.5,11.25,04.2011,1.319556741
55.5,11.25,05.2011,1.001050504
55.5,11.25,06.2011,2.781786693
55.5,11.25,07.2011,1.198486887
55.5,11.25,08.2011,2.85047624
55.5,11.25,09.2011,1.215394343
55.5,11.25,10.2011,4.663358293
55.5,11.25,11.2011,2.483269259
55.5,11.25,12.2011,2.690838798
55.5,11.25,01.2012,3.592317925
55.5,11.25,02.2012,1.30073349
55.5,11.25,03.2012,4.872130258
55.5,11.25,04.2012,5.080686592
55.5,11.25,05.2012,4.805756771
55.5,11.25,06.2012,4.830632825
55.5,11.25,07.2012,3.388865351
55.5,11.25,08.2012,6.34868326
55.5,11.25,09.2012,3.517634188
55.5,11.25,10.2012,3.425099649
55.5,11.25,11.2012,3.283329539
55.5,11.25,12.2012,1.593951178
55.5,11.25,01.2013,2.214471222
55.5,11.25,02.2013,4.897146297
55.5,11.25,03.2013,2.538661344
55.5,11.25,04.2013,5.177618203
55.5,11.25,05.2013,5.160346025
55.5,11.25,06.2013,5.880673931
55.5,11.25,07.2013,3.563374028
55.5,11.25,08.2013,5.22495196
55.5,11.25,09.2013,1.169491012
55.5,11.25,10.2013,4.239338055
55.5,11.25,11.2013,7.525728189
55.5,11.25,12.2013,3.709003702
55.5,11.25,01.2014,3.290788737
55.5,11.25,02.2014,2.989337914
55.5,11.25,03.2014,3.48018585
55.5,11.25,04.2014,5.427920595
55.5,11.25,05.2014,4.617716438
55.5,11.25,06.2014,5.126597088
55.5,11.25,07.2014,4.975502351
55.5,11.25,08.2014,0.947385594
55.5,11.25,09.2014,3.578486728
55.5,11.25,10.2014,4.285347548
55.5,11.25,11.2014,4.166315636
55.5,11.25,12.2014,1.550084512
55.5,11.25,01.2015,3.807009724
55.5,11.25,02.2015,2.406096988
55.5,11.25,03.2015,2.622023656
55.5,11.25,04.2015,1.770175459
55.5,11.25,05.2015,6.004402687
55.5,11.25,06.2015,1.962837857
55.5,11.25,07.2015,3.598779394
55.5,11.25,08.2015,4.828484694
55.5,11.25,09.2015,2.973167546
55.5,11.25,10.2015,5.917725865
55.5,11.25,11.2015,1.483829327
55.5,11.25,12.2015,1.796398705
55.5,11.25,01.2016,1.958907379
55.5,11.25,02.2016,4.307074759
55.5,11.25,03.2016,1.31324179
55.5,11.25,04.2016,2.939008042
55.5,11.25,05.2016,4.829146886
55.5,11.25,06.2016,5.997877485
55.5,11.25,07.2016,1.905639581
55.5,11.25,08.2016,3.420810416
55.5,11.25,09.2016,0.893965781
55.5,11.25,10.2016,0.737039974
55.5,11.25,11.2016,4.421411426
55.5,11.25,12.2016,3.347578663
55.5,11.25,01.2017,3.50962038
55.5,11.25,02.2017,5.058009825
55.5,11.25,03.2017,2.723026264
55.5,11.25,04.2017,1.505839723
55.5,11.25,05.2017,1.066631786
55.5,12,01.2010,3.527009849
55.5,12,02.2010,1.31347536
55.5,12,03.2010,3.560842654
55.5,12,04.2010,3.742011735
55.5,12,05.2010,3.241943248
55.5,12,06.2010,4.967294471
55.5,12,07.2010,3.783785722
55.5,12,08.2010,3.087310221
55.5,12,09.2010,4.31209396
55.5,12,10.2010,2.326116507
55.5,12,11.2010,6.025824781
55.5,12,12.2010,2.32825834
55.5,12,01.2011,1.956729274
55.5,12,02.2011,1.023885153
55.5,12,03.2011,2.359159327
55.5,12,04.2011,1.051323212
55.5,12,05.2011,0.835271185
55.5,12,06.2011,2.301145723
55.5,12,07.2011,0.905199394
55.5,12,08.2011,2.337835955
55.5,12,09.2011,0.776075661
55.5,12,10.2011,3.526296669
55.5,12,11.2011,1.895503329
55.5,12,12.2011,2.38119939
55.5,12,01.2012,2.93848137
55.5,12,02.2012,1.037766193
55.5,12,03.2012,3.695528316
55.5,12,04.2012,3.860681479
55.5,12,05.2012,3.767133403
55.5,12,06.2012,3.945422354
55.5,12,07.2012,2.766366242
55.5,12,08.2012,5.1975821
55.5,12,09.2012,2.957026013
55.5,12,10.2012,2.85494342
55.5,12,11.2012,2.713397731
55.5,12,12.2012,1.283085017
55.5,12,01.2013,1.62142029
55.5,12,02.2013,4.151201513
55.5,12,03.2013,2.027775556
55.5,12,04.2013,4.343205686
55.5,12,05.2013,4.237821992
55.5,12,06.2013,4.951542296
55.5,12,07.2013,2.93374135
55.5,12,08.2013,4.377127241
55.5,12,09.2013,1.049364285
55.5,12,10.2013,3.337516766
55.5,12,11.2013,6.02897658
